title_id,peak_position,song_key,year,since 2000,cut_two,songwriter_gender,song writer count,count of women,cut,has no women,has no men,artist_gender
456977,1,My Boo by Usher And Alicia Keys,2004,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
446067,4,If I Ain't Got You by Alicia Keys,2004,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
453998,5,Pieces Of Me by Ashlee Simpson,2004,1,"mixed, majority women","['m', 'f', 'f']",3,2,at least 1 woman,1 or more women in credits,1 or more men,f
447641,2,I Don't Wanna Know by Mario Winans Featuring Enya & P. Diddy,2004,1,"mixed, majority men","['m', 'f', 'm', 'f', 'm', 'm', 'm', 'm', '?']",9,2,at least 1 woman,1 or more women in credits,1 or more men,m;f
449205,4,Move Ya Body by Nina Sky Featuring Jabba,2004,1,"mixed, majority men","['m', 'm', 'f', 'f', 'm', 'm', 'm']",7,2,at least 1 woman,1 or more women in credits,1 or more men,m;f
448608,5,Dip It Low by Christina Milian,2004,1,"mixed, majority women","['f', 'f', 'm', 'f', 'm']",5,3,at least 1 woman,1 or more women in credits,1 or more men,f
436744,3,Naughty Girl by Beyonce,2004,1,"mixed, majority men","['m', 'f', 'm', 'm', 'm', 'm', 'm', 'f', 'm', 'f', 'm']",11,3,at least 1 woman,1 or more women in credits,1 or more men,f
460812,3,Lose My Breath by Destiny's Child,2004,1,"mixed, majority men","['m', 'm', 'f', 'm', 'm', 'f', 'm', 'f']",8,3,at least 1 woman,1 or more women in credits,1 or more men,f
425891,4,When I'm Gone by 3 Doors Down,2003,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
428217,5,Here Without You by 3 Doors Down,2003,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
436477,1,"Shake Ya Tailfeather by Nelly, P. Diddy & Murphy Lee",2003,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
439308,3,Holidae In by Chingy Featuring Ludacris & Snoop Dogg,2003,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
427818,3,Cry Me A River by Justin Timberlake,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
428164,5,Rock Your Body by Justin Timberlake,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
429505,1,In Da Club by 50 Cent,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
430339,2,Right Thurr by Chingy,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
431601,3,P.I.M.P. by 50 Cent,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
436474,1,This Is The Night by Clay Aiken,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
440226,1,The Way You Move by OutKast Featuring Sleepy Brown,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
427491,1,"Bump, Bump, Bump by B2K & P. Diddy",2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
427750,3,Miss You by Aaliyah,2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
428171,1,Get Busy by Sean Paul,2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
435192,5,Frontin' by Pharrell Featuring Jay-Z,2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
436104,2,Flying Without Wings by Ruben Studdard,2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
439634,1,Stand Up by Ludacris Featuring Shawnna,2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m;f
439884,3,Milkshake by Kelis,2003,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
423448,4,Picture by Kid Rock Featuring Sheryl Crow,2003,1,only men,['m'],1,0,no women,only men,1 or more men,m;f
426777,2,Ignition by R. Kelly,2003,1,only men,['m'],1,0,no women,only men,1 or more men,m
428831,5,Unwell by matchbox twenty,2003,1,only men,['m'],1,0,no women,only men,1 or more men,m
434050,4,God Bless The U.S.A. by American Idol Finalists,2003,1,only men,['m'],1,0,no women,only men,1 or more men,m;f
440253,1,Hey Ya! by OutKast,2003,1,only men,['m'],1,0,no women,only men,1 or more men,m
430336,2,Get Low by Lil Jon & The East Side Boyz Featuring Ying Yang Twins,2003,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
434683,4,Damn! by YoungBloodZ Featuring Lil Jon,2003,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
434683,4,Damn! by YoungBloodZ Featuring Lil Jon,2003,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
429230,3,I Know What You Want by Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,2003,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
431597,1,21 Questions by 50 Cent Featuring Nate Dogg,2003,1,"mixed, majority men","['f', 'm', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m
427227,5,Bring Me To Life by Evanescence Featuring Paul McCoy,2003,1,"mixed, majority men","['f', 'm', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
430766,4,Can't Let You Go by Fabolous Featuring Mike Shorey & Lil' Mo,2003,1,"mixed, majority men","['f', 'm', 'x', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
432815,2,Magic Stick by Lil' Kim Featuring 50 Cent,2003,1,"mixed, majority men","['m', 'f', 'm', 'm', 'x', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
435490,1,Crazy In Love by Beyonce Featuring Jay Z,2003,1,"mixed, majority men","['m', 'f', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
434668,3,"Never Leave You - Uh Ooh, Uh Oooh! by Lumidee",2003,1,"mixed, majority men","['m', 'f', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
437227,1,Baby Boy by Beyonce Featuring Sean Paul,2003,1,"mixed, majority men","['m', 'm', 'f', 'm', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
434665,2,Rock Wit U (Awww Baby) by Ashanti,2003,1,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
432826,4,Into You by Fabolous Featuring Tamia Or Ashanti,2003,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm', 'm', 'm', 'm']",8,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
443693,3,You Don't Know My Name by Alicia Keys,2003,1,"mixed, majority men","['m', 'm', 'm', 'm', 'f', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,f
427470,2,Beautiful by Christina Aguilera,2003,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
426823,4,I'm With You by Avril Lavigne,2003,1,parity,"['f', 'm', 'm', 'f']",4,2,at least 1 woman,1 or more women in credits,1 or more men,f
428803,2,Mesmerize by Ja Rule Featuring Ashanti,2003,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'f']",6,2,at least 1 woman,1 or more women in credits,1 or more men,m;f
428798,1,All I Have by Jennifer Lopez Featuring LL Cool J,2003,1,parity,"['f', 'f', 'm', 'm', 'm', 'f']",6,3,at least 1 woman,1 or more women in credits,1 or more men,m;f
426509,4,03 Bonnie & Clyde by Jay-Z Featuring Beyonce Knowles,2002,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m;f
416304,2,I Need A Girl (Part One) by P. Diddy Featuring Usher & Loon,2002,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
419565,4,"I Need A Girl (Part Two) by P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",2002,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m;f
397130,2,In The End by Linkin Park,2002,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
414720,2,What's Luv? by Fat Joe Featuring Ashanti,2002,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m;f
422005,1,Dilemma by Nelly Featuring Kelly Rowland,2002,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m;f
416030,4,Oh Boy by Cam'Ron Featuring Juelz Santana,2002,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
418076,4,Just A Friend 2002 by Mario,2002,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
419263,1,Hot In Herre by Nelly,2002,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
421381,3,"Hey Ma by Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",2002,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m;f
422962,3,"Air Force Ones by Nelly Featuring Kyjuan, Ali & Murphy Lee",2002,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
407022,5,Girlfriend by N Sync Featuring Nelly,2002,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
410706,1,Always On Time by Ja Rule Featuring Ashanti,2002,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m;f
422553,4,Luv U Better by LL Cool J,2002,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
425877,1,Lose Yourself by Eminem,2002,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
403342,5,Wherever You Will Go by The Calling,2002,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
408984,5,Blurry by Puddle Of Mudd,2002,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
411014,4,My Sacrifice by Creed,2002,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
420469,4,Cleanin' Out My Closet by Eminem,2002,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
425295,1,A Moment Like This by Kelly Clarkson,2002,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
425840,5,The Game Of Love by Santana Featuring Michelle Branch,2002,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m;f
409289,3,U Don't Have To Call by Usher,2002,1,only men,['m'],1,0,no women,only men,1 or more men,m
410733,5,The Middle by Jimmy Eat World,2002,1,only men,['m'],1,0,no women,only men,1 or more men,m
418671,3,Hero by Chad Kroeger Featuring Josey Scott,2002,1,only men,['m'],1,0,no women,only men,1 or more men,m
414334,3,Underneath It All by No Doubt Featuring Lady Saw,2002,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
424933,2,"Work It by Missy \Misdemeanor\"" Elliott""",2002,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
411882,5,Hey Baby by No Doubt Featuring Bounty Killer,2002,1,"mixed, majority men","['m', 'f', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
422006,2,Gangsta Lovin' by Eve Featuring Alicia Keys,2002,1,"mixed, majority men","['m', 'f', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
419557,2,Without Me by Eminem,2002,1,"mixed, majority men","['m', 'm', 'm', 'f', 'm', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,m
426159,3,Jenny From The Block by Jennifer Lopez Featuring Styles & Jadakiss,2002,1,"mixed, majority men","['m', 'm', 'm', 'm', 'm', 'f', 'm', 'm', 'm']",9,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
410790,1,Ain't It Funny by Jennifer Lopez Featuring Ja Rule,2002,1,"mixed, majority men","['m', 'm', 'm', 'm', 'm', 'f', 'm', 'm']",8,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
415447,5,A Thousand Miles by Vanessa Carlton,2002,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
416867,2,Complicated by Avril Lavigne,2002,1,parity,"['f', 'm', 'm', 'f']",4,2,at least 1 woman,1 or more women in credits,1 or more men,f
414717,1,Foolish by Ashanti,2002,1,"mixed, majority men","['m', 'f', 'm', 'm', 'f']",5,2,at least 1 woman,1 or more women in credits,1 or more men,f
388387,1,Stutter by Joe Featuring Mystikal,2001,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'm']",9,0,no women,only men,1 or more men,m
401146,4,Peaches & Cream by 112,2001,1,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m
394471,1,Butterfly by Crazy Town,2001,1,only men,"['m', 'm', 'm', 'm', 'm', 'm']",6,0,no women,only men,1 or more men,m
403803,3,Where The Party At by Jagged Edge With Nelly,2001,1,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
394443,1,Angel by Shaggy Featuring Rayvon,2001,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
398677,4,Missing You by Case,2001,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
400915,3,My Baby by Lil' Romeo,2001,1,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m;f
395328,1,Ms. Jackson by OutKast,2001,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
407812,1,U Got It Bad by Usher,2001,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
408956,3,Hero by Enrique Iglesias,2001,1,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
396794,5,Follow Me by Uncle Kracker,2001,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
401350,3,All Or Nothing by O-Town,2001,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
402234,1,"Lady Marmalade by Christina Aguilera, Lil' Kim, Mya & P!nk",2001,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
405509,4,Differences by Ginuwine,2001,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m;f
406551,1,How You Remind Me by Nickelback,2001,1,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
389643,5,If You're Gone by matchbox twenty,2001,1,only men,['m'],1,0,no women,only men,1 or more men,m
393911,2,Hanging By A Moment by Lifehouse,2001,1,only men,['m'],1,0,no women,only men,1 or more men,m
394188,4,Again by Lenny Kravitz,2001,1,only men,['m'],1,0,no women,only men,1 or more men,m
399979,5,Drops Of Jupiter (Tell Me) by Train,2001,1,only men,['m'],1,0,no women,only men,1 or more men,m
402013,5,It's Been Awhile by Staind,2001,1,only men,['m'],1,0,no women,only men,1 or more men,m
402027,2,Hit 'Em Up Style (Oops!) by Blu Cantrell,2001,1,only men,['m'],1,0,no women,only men,1 or more men,f
401303,1,All For You by Janet,2001,1,"mixed, majority men","['f', 'm', 'm', 'm', 'm', 'm']",6,1,at least 1 woman,1 or more women in credits,1 or more men,f
403049,3,Someone To Call My Lover by Janet,2001,1,"mixed, majority men","['f', 'm', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,f
394439,4,Don't Tell Me by Madonna,2001,1,"mixed, majority men","['f', 'm', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
400657,2,Survivor by Destiny's Child,2001,1,"mixed, majority men","['f', 'm', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
393213,3,Thank You by Dido,2001,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
404074,1,U Remind Me by Usher,2001,1,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,m
393130,3,Ride Wit Me by Nelly Featuring City Spud,2001,1,"mixed, majority men","['m', 'f', 'm', 'm', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,m
401358,2,Let Me Blow Ya Mind by Eve Featuring Gwen Stefani,2001,1,"mixed, majority men","['m', 'm', 'f', 'm', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,f
406073,2,Loverboy by Mariah Carey Featuring Cameo,2001,1,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
405380,1,I'm Real by Jennifer Lopez Featuring Ja Rule,2001,1,"mixed, majority men","['m', 'm', 'm', 'm', 'm', 'm', 'f']",7,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
402410,1,Fallin' by Alicia Keys,2001,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
406521,5,Turn Off The Light by Nelly Furtado,2001,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
410696,4,Get The Party Started by P!nk,2001,1,only women,['f'],1,1,only women,1 or more women in credits,only women,f
403601,1,Bootylicious by Destiny's Child,2001,1,parity,"['f', 'f', 'm', 'm']",4,2,at least 1 woman,1 or more women in credits,1 or more men,f
397405,3,Love Don't Cost A Thing by Jennifer Lopez,2001,1,"mixed, majority men","['f', 'm', 'f', '?', 'm']",5,2,at least 1 woman,1 or more women in credits,1 or more men,f
406527,1,Family Affair by Mary J. Blige,2001,1,"mixed, majority men","['f', 'f', 'm', 'm', 'm', 'm', 'm', 'f']",8,3,at least 1 woman,1 or more women in credits,1 or more men,f
66547,1,Maria Maria by Santana Featuring The Product G&B,2000,0,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m
66141,4,Get It On Tonite by Montell Jordan,2000,0,only men,"['m', 'm', 'm', 'm', 'm', 'm', 'm']",7,0,no women,only men,1 or more men,m
67776,3,Thong Song by Sisqo,2000,0,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
385894,2,He Wasn't Man Enough by Toni Braxton,2000,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,f
387618,5,No More by Ruff Endz,2000,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
388515,4,The Real Slim Shady by Eminem,2000,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
392609,1,"It Wasn't Me by Shaggy Featuring Ricardo \RikRok\"" Ducent""",2000,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
170464,3,Kryptonite by 3 Doors Down,2000,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
384453,4,Bye Bye Bye by N Sync,2000,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
385605,1,Be With You by Enrique Iglesias,2000,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
386963,1,It's Gonna Be Me by N Sync,2000,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
165807,1,With Arms Wide Open by Creed,2000,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
385807,1,Try Again by Aaliyah,2000,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
389375,4,Most Girls by P!nk,2000,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
66758,2,You Sang To Me by Marc Anthony,2000,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
386960,5,This I Promise You by N Sync,2000,0,only men,['m'],1,0,no women,only men,1 or more men,m
387867,1,Bent by matchbox twenty,2000,0,only men,['m'],1,0,no women,only men,1 or more men,m
67304,1,Everything You Want by Vertical Horizon,2000,0,only men,['m'],1,0,no women,only men,1 or more men,m
66794,5,I Try by Macy Gray,2000,0,"mixed, majority men","['f', 'm', 'm', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,f
389857,1,Doesn't Really Matter by Janet,2000,0,"mixed, majority men","['f', 'm', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
65654,4,I Wanna Know by Joe,2000,0,"mixed, majority men","['f', 'm', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m
391889,1,Music by Madonna,2000,0,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
64383,7,"Hot Boyz by Missy \Misdemeanor\"" Elliott Featuring NAS",2000,0,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
67126,1,What A Girl Wants by Christina Aguilera,2000,0,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
393482,2,He Loves U Not by Dream,2000,0,"mixed, majority men","['m', 'f', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
63031,1,Amazed by Lonestar,2000,0,"mixed, majority men","['m', 'f', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m
393393,1,Independent Women Part I by Destiny's Child,2000,0,"mixed, majority men","['m', 'm', 'f', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,f
65947,3,"Jumpin', Jumpin' by Destiny's Child",2000,0,"mixed, majority men","['m', 'm', 'f', 'm']",4,1,at least 1 woman,1 or more women in credits,1 or more men,f
384031,1,Incomplete by Sisqo,2000,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m
391549,2,Case Of The Ex (Whatcha Gonna Do) by Mya,2000,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
392367,4,Gotta Tell You by Samantha Mumba,2000,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
392577,2,Give Me Just One Night (Una Noche) by 98 Degrees,2000,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m
67188,1,Thank God I Found You by Mariah Carey Featuring Joe & 98 Degrees,2000,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
386616,3,I Turn To You by Christina Aguilera,2000,0,only women,['f'],1,1,only women,1 or more women in credits,only women,f
66681,2,Breathe by Faith Hill,2000,0,only women,"['f', 'f']",2,2,only women,1 or more women in credits,only women,f
162099,1,Come On Over Baby (All I Want Is You) by Christina Aguilera,2000,0,"mixed, majority men","['m', 'm', 'f', 'm', 'm', 'm', 'f', 'm', 'm']",9,2,at least 1 woman,1 or more women in credits,1 or more men,f
67145,1,Say My Name by Destiny's Child,2000,0,"mixed, majority women","['m', 'm', 'm', 'f', 'f', 'f', 'f']",7,4,at least 1 woman,1 or more women in credits,1 or more men,f
64897,5,Bring It All To Me by Blaque,2000,0,"mixed, majority women","['m', 'm', 'f', 'm', 'f', 'f', 'f', 'f']",8,5,at least 1 woman,1 or more women in credits,1 or more men,f
59701,1,Believe by Cher,1999,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,f
63295,1,If You Had My Love by Jennifer Lopez,1999,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,f
63776,1,Wild Wild West by Will Smith Featuring Dru Hill & Kool Mo Dee,1999,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
63920,2,She's All I Ever Had by Ricky Martin,1999,0,only men,"['m', 'm', 'm', 'm']",4,0,no women,only men,1 or more men,m
64130,3,Summer Girls by LFO,1999,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
65530,5,Lost In You by Garth Brooks as Chris Gaines,1999,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
65788,3,Mambo No. 5 (A Little Bit Of...) by Lou Bega,1999,0,only men,"['m', 'm', 'm']",3,0,no women,only men,1 or more men,m
60250,3,Every Morning by Sugar Ray,1999,0,only men,"['m', 'm', 'm', 'm', 'm']",5,0,no women,only men,1 or more men,m
58392,1,Angel Of Mine by Monica,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
60218,4,My Love Is Your Love by Whitney Houston,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
62086,5,The Hardest Thing by 98 Degrees,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
62884,1,Livin' La Vida Loca by Ricky Martin,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
63777,2,Tell Me It's Real by K-Ci & JoJo,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
64262,1,Bailamos by Enrique Iglesias,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
64266,1,Smooth by Santana Featuring Rob Thomas,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
65787,3,I Need To Know by Marc Anthony,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
66256,3,I Wanna Love You Forever by Jessica Simpson,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,f
66506,1,I Knew I Loved You by Savage Garden,1999,0,only men,"['m', 'm']",2,0,no women,only men,1 or more men,m
56459,5,Jumper by Third Eye Blind,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
57195,5,Save Tonight by Eagle-Eye Cherry,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
58054,2,Kiss Me by Sixpence None The Richer,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m;f
60294,5,All I Have To Give by Backstreet Boys,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
60938,2,Last Kiss by Pearl Jam,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
62077,4,Fortunate by Maxwell,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
63202,4,All Star by Smash Mouth,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
65790,2,Back At One by Brian McKnight,1999,0,only men,['m'],1,0,no women,only men,1 or more men,m
62106,4,Where My Girls At? by 702,1999,0,"mixed, majority men","['f', 'm', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
59012,4,Angel by Sarah McLachlan,1999,0,parity,"['f', 'm']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
59822,4,It's Not Right But It's Okay by Whitney Houston,1999,0,"mixed, majority men","['m', 'f', 'm', 'm', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,f
63926,1,Genie In A Bottle by Christina Aguilera,1999,0,"mixed, majority men","['m', 'f', 'm']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
63026,1,Unpretty by TLC,1999,0,parity,"['m', 'f']",2,1,at least 1 woman,1 or more women in credits,1 or more men,f
348355,2,Heartbreak Hotel by Whitney Houston Feat. Faith Evans & Kelly Price,1999,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,f
60551,3,What's It Gonna Be?! by Busta Rhymes Featuring Janet,1999,0,"mixed, majority men","['m', 'm', 'f']",3,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
61002,5,Who Dat by JT Money Featuring Sole,1999,0,"mixed, majority men","['m', 'm', 'm', 'f', 'm']",5,1,at least 1 woman,1 or more women in credits,1 or more men,m;f
60026,4,I Still Believe by Mariah Carey,1999,0,"mixed, majority men","['m', 'm', 'm', 'f']",4,1,at least 1 woman,1 or more women in credits,1 or more men,f
66026,2,Satisfy You by Puff Daddy Featuring R. Kelly,1999,0,"mixed, majority men","['m', 'm', 'm', 'm', 'm', 'f', 'm', 'm']",8,1,at least 1 woman,1 or more women in credits,1 or more men,m
57212,1,Have You Ever? by Brandy,1999,0,only women,['f'],1,1,only women,1 or more women in credits,only women,f
65607,2,Music Of My Heart by N Sync & Gloria Estefan,1999,0,only women,['f'],1,1,only women,1 or more women in credits,only women,m;f
61093,1,No Scrubs by TLC,1999,0,"mixed, majority women","['m', 'f', 'f']",3,2,at least 1 woman,1 or more women in credits,1 or more men,f
66020,1,Heartbreaker by Mariah Carey Featuring Jay-Z,1999,0,"mixed, majority men","['m', 'f', 'm', 'f', 'm', 'm']",6,2,at least 1 woman,1 or more women in credits,1 or more men,f
